Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDV37,OUT018,2973.1657492095724
NCO07,OUT027,5539.046945925215
FDA20,OUT045,3114.527264134745
FDZ59,OUT035,2733.4796680019745
NCY17,OUT017,657.4912029451439
FDQ28,OUT035,2514.354035156361
FDV35,OUT017,2479.236688714134
FDQ36,OUT013,605.7249590556295
FDD34,OUT018,2483.67863503943
FDK51,OUT045,4217.954469598566
FDV31,OUT035,2893.856587891776
FDR04,OUT035,1525.2635436757907
FDR14,OUT049,855.2186016819659
DRC36,OUT010,420.0445687442998
FDE39,OUT019,281.1237417674044
FDP57,OUT049,1642.7449400776616
FDE57,OUT046,2103.1776733272595
NCN18,OUT046,1734.918359163254
NCQ05,OUT018,2388.022050596945
FDW47,OUT035,1998.6179691317852
FDV46,OUT035,2080.2384032989926
NCP29,OUT045,1021.9944585931481
FDE09,OUT018,1670.558454966277
NCU06,OUT027,6033.179574605912
FDT19,OUT010,429.7623020417041
DRF15,OUT017,2472.484865948975
DRI51,OUT013,2790.712200196781
NCX54,OUT013,1642.7449400776616
DRE01,OUT013,3838.369792130793
NCB07,OUT045,3031.0731339580734
FDU50,OUT035,1906.1911521620088
FDG40,OUT035,607.7617592677989
FDW10,OUT018,2714.8421714448655
FDX51,OUT013,3071.8281765980223
NCP17,OUT045,1023.7601271754052
FDP21,OUT035,3120.743520018823
FDL04,OUT045,1645.726500233117
FDV23,OUT013,2019.6709029778522
FDF24,OUT046,1313.4631344933575
FDH56,OUT027,3028.4490267509605
FDB51,OUT049,948.6116301105616
FDI58,OUT027,2507.92938310386
FDR20,OUT013,765.9029680251923
FDC51,OUT018,1939.5880606958522
FDB16,OUT027,2377.8247552462317
FDE40,OUT049,930.6949145071779
NCM17,OUT035,620.4004584357759
FDU56,OUT035,3071.3224916123913
FDS32,OUT019,290.19155381908035
FDX02,OUT049,3833.9227821249665
FDT39,OUT027,3848.183367867322
FDE35,OUT017,855.2186016819659
NCI42,OUT019,595.167306722927
DRL23,OUT046,1645.726500233117
FDA10,OUT046,2043.6325086281706
FDA11,OUT013,1522.2819835203356
NCM06,OUT046,2489.3924861058085
NCT05,OUT035,4106.602545492682
NCQ02,OUT010,453.7626680332737
NCY06,OUT049,2069.3922680548544
FDY56,OUT035,3849.001983863355
FDL02,OUT035,1645.726500233117
NCI06,OUT035,2922.925210277687
FDQ14,OUT045,2474.4474559389205
FDQ12,OUT017,3895.53662045302
FDP36,OUT046,767.9397682373617
FDK21,OUT027,6318.960668030937
FDO40,OUT045,2514.680104680941
NCK54,OUT019,300.26285094727825
FDY09,OUT018,2806.211598616054
NCW30,OUT049,4054.192607004087
NCC55,OUT027,940.6395455608465
FDE58,OUT018,1814.2820959986057
FDR39,OUT013,3017.190737524157
FDU28,OUT049,3052.828828344086
FDH08,OUT017,3877.335755223029
FDG35,OUT045,2834.6267782213918
FDG22,OUT049,607.7617592677989
FDC34,OUT035,2552.754228746466
FDP15,OUT018,3594.6656636511025
FDK34,OUT010,575.4064901108424
FDU45,OUT035,1934.183226066226
FDQ04,OUT027,1000.1714501768458
FDX22,OUT018,3208.0951201190533
FDB45,OUT017,1645.726500233117
NCH43,OUT027,5461.30593813089
DRE60,OUT046,3710.1596901263138
FDD17,OUT027,6260.385373332632
NCM54,OUT017,2023.0195108165483
NCH55,OUT013,2047.909918057048
NCT06,OUT017,2592.976932914897
FDA48,OUT027,5695.586299016925
FDY58,OUT027,6212.167311829623
FDO25,OUT045,3714.7743135947344
FDN50,OUT045,1511.7278888842925
FDH35,OUT035,2568.101257717045
FDK09,OUT045,3796.996729157331
FDO16,OUT013,1345.4264432294306
FDW11,OUT045,1043.086678663915
FDU47,OUT027,3401.522341826469
NCQ42,OUT010,306.0615449666046
FDK55,OUT027,2479.62253853497
FDN08,OUT049,1951.2329625571763
FDT57,OUT045,3933.84738417295
FDJ12,OUT018,3354.69463942027
DRL59,OUT017,790.8863335308367
NCN53,OUT046,607.7617592677989
FDO51,OUT010,89.58780617299426
FDK56,OUT017,3096.7949588814618
FDY12,OUT035,808.6609040528855
FDU15,OUT035,607.7617592677989
FDQ19,OUT046,3992.125267161487
DRF15,OUT045,2488.884370373127
DRE25,OUT019,217.53811615911422
FDK57,OUT018,1869.9150687598717
FDD33,OUT010,575.3919170938747
FDR34,OUT027,6414.377415187886
FDU04,OUT045,2041.323818143791
FDE35,OUT019,169.04269437947423
NCD31,OUT035,2616.835916860828
FDJ56,OUT035,1618.4273959087386
NCU53,OUT046,2544.955964489042
FDD39,OUT035,3747.564510200175
NCU17,OUT019,245.54230405605827
FDJ20,OUT046,2038.424323692873
NCW41,OUT018,2475.2326143786045
FDL52,OUT035,612.7052927121943
FDS39,OUT035,2095.374397716017
DRJ47,OUT045,2871.0534292094235
FDP13,OUT010,85.01222046932229
DRK39,OUT010,183.16247698368656
FDF28,OUT010,252.53731264806098
FDB09,OUT045,2023.0195108165483
FDM51,OUT046,1559.2375865045065
DRM49,OUT018,698.1030750293568
DRF23,OUT013,2875.260921808536
DRH01,OUT035,2885.3088205396207
FDH12,OUT027,2756.7413180583267
FDA28,OUT019,281.4945550707448
FDW37,OUT018,1374.288074553788
FDF02,OUT046,1645.726500233117
DRL37,OUT046,620.4004584357759
NCF43,OUT046,2095.2521463451144
FDH08,OUT010,544.0075675240221
FDR34,OUT019,586.0643026380237
NCK19,OUT049,3111.119772191217
NCD55,OUT018,592.0179752071564
FDT27,OUT049,3871.6320382857853
FDQ57,OUT045,2486.577603358421
FDA47,OUT035,2566.6246830290556
DRG15,OUT027,1878.0699523074727
FDE05,OUT018,2381.5999721192647
FDN46,OUT046,1627.4109752623515
FDX27,OUT027,2720.270279605708
FDT51,OUT045,1723.6711199095835
FDU33,OUT013,640.2776605260011
FDJ16,OUT027,1795.2086546726114
FDD20,OUT019,280.24726933308966
FDT36,OUT049,607.7617592677989
DRF15,OUT027,3947.7360454785903
FDN52,OUT010,178.37225901046605
FDC22,OUT027,5523.061971095212
FDX15,OUT045,2577.8173158763175
FDT13,OUT013,3088.553815424517
FDU04,OUT017,2041.323818143791
FDU31,OUT019,547.9498823322857
FDW59,OUT027,2349.2937340369836
NCO29,OUT046,2597.584851797294
FDL15,OUT035,2512.5021750931132
FDI41,OUT049,2487.371905480832
FDQ48,OUT049,1553.8333915412934
DRI39,OUT013,840.1505117448512
FDI08,OUT013,4167.892527745256
FDC21,OUT049,1698.380250385512
FDF58,OUT035,993.653282373689
FDS08,OUT010,420.78819264579124
FDE47,OUT045,2010.6315497016435
NCP18,OUT019,311.61940750662785
NCR41,OUT013,1542.8974429548375
FDA27,OUT013,4141.451820700593
FDA43,OUT035,3086.8808294005976
FDA49,OUT045,1367.6107971684683
NCE55,OUT018,2828.996406442065
DRM49,OUT027,1057.718414155328
FDF22,OUT027,5446.470678030547
FDQ15,OUT018,1264.1513139952065
NCS54,OUT017,2890.364057349859
NCY05,OUT013,605.7249590556295
FDR45,OUT046,3942.4153816849325
FDK57,OUT049,2032.1050937669868
FDF41,OUT010,572.999277027483
FDV21,OUT046,2105.3022480074374
FDD51,OUT046,763.1577789491515
FDF33,OUT046,1654.688343790453
FDA38,OUT046,3979.7973739633494
FDR56,OUT045,3080.314798194128
NCN41,OUT017,2002.7060227194975
FDC60,OUT027,2613.205973159246
FDB47,OUT045,3716.9781227962853
DRH01,OUT013,2876.9988341177414
FDW08,OUT046,1645.726500233117
FDF38,OUT027,967.3769247879343
FDY32,OUT017,2553.2047994924055
FDG34,OUT049,1651.7067836349977
FDG47,OUT019,610.5240565209051
NCF18,OUT035,3036.961550207816
FDL39,OUT019,470.136157100501
NCH55,OUT035,2030.945037798694
DRJ35,OUT049,940.941723110142
FDS44,OUT035,3911.6051868990594
DRE01,OUT018,3372.0792258720685
FDY39,OUT013,3095.4488981010486
FDY32,OUT018,2450.111815277808
FDR33,OUT027,2995.3015823335395
NCP50,OUT049,1299.3072587148815
FDZ47,OUT018,1516.5269118589194
FDU57,OUT049,2477.7591854873585
FDY44,OUT013,3066.4968403466128
DRH59,OUT018,1126.5561233048109
FDB03,OUT027,6167.228867760595
FDY46,OUT045,3043.1778060918946
FDM39,OUT045,2910.6477105371764
FDY36,OUT035,1181.5964460018272
NCM55,OUT035,3090.5491658671
FDJ50,OUT010,153.75076999559317
DRL60,OUT013,2455.8929052097933
NCJ54,OUT049,3856.6663464366143
FDX59,OUT017,605.5064707792916
FDI07,OUT013,3084.1340955204487
DRF51,OUT010,91.91038308763662
FDM14,OUT017,1654.688343790453
FDP21,OUT045,3120.743520018823
FDE40,OUT035,1034.648013139968
FDE05,OUT035,2490.6602052465546
FDM13,OUT027,3461.052043481894
FDC34,OUT027,3995.976357474047
NCI55,OUT018,1939.5880606958522
NCE43,OUT018,2630.1561530176177
FDW58,OUT018,1608.4646979042434
FDG60,OUT045,3929.0695510863343
FDV31,OUT017,2888.4229053576487
FDR47,OUT013,3037.407784054467
FDM60,OUT019,77.8464566739755
NCF06,OUT018,3579.448006596694
NCN26,OUT027,2929.489609124117
FDQ59,OUT049,1359.4083954395912
FDF09,OUT046,607.7617592677989
NCS06,OUT017,4071.4975803818106
FDT44,OUT046,1970.8505811910668
FDI19,OUT017,3981.6652098014915
FDT22,OUT017,915.7964095676267
NCF54,OUT027,4341.866840794512
DRG25,OUT045,3112.1715196049
FDB59,OUT017,3029.7098794655276
FDQ37,OUT017,2943.1314615264882
FDP56,OUT035,767.9397682373617
FDW44,OUT035,2896.8180055323023
FDJ26,OUT010,586.2389488355535
FDU43,OUT018,3592.2761238685794
FDW33,OUT045,1645.726500233117
NCX53,OUT027,3524.063400099625
FDN56,OUT010,379.56749628836343
DRF15,OUT049,2481.7452766675196
FDO33,OUT017,1915.0401739943782
FDZ39,OUT010,230.9719959390415
NCJ19,OUT017,855.2186016819659
FDU01,OUT035,3049.9510070847136
FDT12,OUT035,3859.547598445233
NCM18,OUT018,939.7515671391019
FDP19,OUT017,2028.2276957518459
NCR42,OUT049,607.7617592677989
FDN10,OUT046,2005.4622257340886
FDG44,OUT017,855.2186016819659
FDQ10,OUT046,2908.698442228781
DRH13,OUT049,1642.7449400776616
FDT52,OUT013,4036.2215726341497
FDM56,OUT045,1716.0262370780968
NCO43,OUT010,228.74465263955366
NCV29,OUT035,2923.5758773146886
NCF06,OUT013,4039.0337541173435
FDO50,OUT035,1432.4357838856984
FDT59,OUT013,3863.3685815545946
FDX40,OUT027,969.3556331707073
FDE50,OUT017,3043.88565173405
FDX51,OUT017,3081.6620853297904
NCD30,OUT018,1516.5269118589194
FDK15,OUT013,1618.7216523417474
FDL12,OUT045,956.4110694499599
FDK46,OUT017,4065.280571796553
DRH49,OUT010,167.26105106065685
FDQ57,OUT046,2486.577603358421
FDY59,OUT017,1474.1266617030508
FDO09,OUT018,3505.105479104322
NCG30,OUT035,2023.0195108165483
FDM09,OUT017,2749.648361084545
NCN17,OUT027,2596.634534952038
NCS42,OUT013,1398.9979490173139
FDD02,OUT019,279.1129435081824
FDE34,OUT013,3086.964484676538
FDU38,OUT045,3107.07510145988
FDB33,OUT046,2592.895051381979
NCJ29,OUT017,1370.0334319762262
FDZ27,OUT035,767.9397682373617
FDI40,OUT013,1556.2560263490511
FDG22,OUT013,608.4567229417636
FDT51,OUT017,1723.6711199095835
FDF20,OUT018,2947.752733079483
FDV50,OUT035,2002.7060227194975
FDT02,OUT049,607.7617592677989
DRC49,OUT017,2469.30311930377
FDF26,OUT049,2469.1602222965616
FDV52,OUT035,2018.0487645960138
FDX59,OUT049,607.7617592677989
FDV25,OUT035,3818.641873658224
FDW23,OUT027,969.3556331707073
FDE53,OUT018,1608.4646979042434
FDA19,OUT017,2025.7273262882588
FDH22,OUT046,2050.674568176724
NCO41,OUT013,1549.1107679246343
FDX12,OUT017,4054.2474168608055
FDF17,OUT013,3089.560481851306
FDS11,OUT045,3800.274192123994
FDR51,OUT035,2483.046419129717
FDT49,OUT010,208.32703306228865
FDC56,OUT013,2007.6362085969195
FDR13,OUT027,2940.9997206148455
FDQ60,OUT035,1992.2987392058994
FDN38,OUT049,4077.7866349130677
NCL29,OUT013,2511.541091795775
FDO13,OUT027,4009.6984495958595
FDE26,OUT018,2337.2775660530087
FDA31,OUT010,410.983863297042
FDX14,OUT035,1185.3035221477655
FDA34,OUT045,2900.523316540283
FDF26,OUT013,2453.959211509255
FDE38,OUT045,2692.093694380076
DRI11,OUT046,1955.26545261168
FDQ60,OUT027,3106.222536680532
FDL21,OUT027,939.4645637256416
DRC12,OUT027,5341.887248388136
FDC47,OUT046,3764.257427198805
FDE57,OUT045,2033.6528532704044
FDT14,OUT045,2003.8261540670828
NCZ53,OUT046,3097.6587424662057
FDE28,OUT018,3407.1140757780677
FDR19,OUT035,2484.681620943797
NCF54,OUT019,398.87861524152106
FDZ08,OUT046,1319.5928454470536
NCJ05,OUT018,2385.5905103512996
FDF59,OUT046,2058.7378117899234
NCO05,OUT035,1618.4273959087386
FDW24,OUT018,754.1626502293444
NCX42,OUT018,2555.881468710185
NCA53,OUT035,767.9397682373617
FDI45,OUT019,374.65776475933
FDG46,OUT046,1925.7866375354336
FDM20,OUT010,561.2714383691534
FDW11,OUT010,171.0524238680237
FDX08,OUT035,2969.2078491065154
NCK17,OUT035,614.4220086936757
FDK32,OUT018,2393.5382402212695
NCA42,OUT035,2556.1655608041306
DRI01,OUT035,2870.7218288356307
NCL55,OUT049,3998.81889889902
DRE25,OUT018,1474.466086555419
FDD14,OUT017,2949.019877776231
FDB10,OUT046,3926.0004758183777
DRN11,OUT035,2486.044548034416
FDP38,OUT018,759.3275969769511
NCA30,OUT017,3036.961550207816
FDT15,OUT017,3082.219165328124
NCP55,OUT018,840.1505117448512
FDF12,OUT035,2474.4474559389205
FDM21,OUT018,3542.6153897954127
FDX56,OUT035,3530.935253427484
FDF10,OUT017,2503.1858065300967
FDT32,OUT045,3032.9358369766946
FDM51,OUT018,1590.149172933478
NCR50,OUT018,2393.2890445376083
FDI19,OUT049,3949.796856144679
FDX21,OUT017,1645.726500233117
FDR31,OUT035,2488.277694927604
FDY02,OUT013,4166.036706657478
NCA29,OUT045,2883.857301932962
NCX17,OUT046,3747.5349117391
FDM12,OUT045,3074.8448321901833
FDI53,OUT027,3899.051935806709
NCU30,OUT049,2573.235550608305
FDC56,OUT027,3182.2543613484995
FDK27,OUT018,1939.5880606958522
NCK18,OUT017,2723.8094260600033
FDB52,OUT019,581.9425918910663
DRG25,OUT027,5169.234939726709
FDZ13,OUT049,789.7664834063656
FDB57,OUT019,583.1743919166787
FDR40,OUT046,1339.1265795994234
NCO14,OUT019,87.29511035122202
NCN19,OUT045,3080.67670050161
FDQ28,OUT019,323.2954461873695
FDO13,OUT018,2445.639091058271
FDK48,OUT013,1248.4152595805895
FDU07,OUT018,2383.4398079805983
FDW20,OUT046,2084.9887599103868
FDV12,OUT010,217.3297934169889
FDH24,OUT013,2519.6527221886186
FDV59,OUT049,3748.2019768252794
FDK57,OUT045,1992.2987392058994
FDL16,OUT027,1082.597298922402
NCQ17,OUT046,2493.0217935369797
FDJ15,OUT018,3000.766248587211
FDX24,OUT049,1471.1451015475957
FDT47,OUT046,1552.0251321364535
FDT10,OUT049,937.3524145780242
FDZ37,OUT018,1357.6439483789984
FDW43,OUT027,6380.0869918178505
DRN36,OUT017,1522.840908868033
FDJ14,OUT045,1283.8092926260833
FDA32,OUT013,3701.904854008166
FDJ38,OUT019,508.26871501731426
FDQ57,OUT017,2483.5064444952645
NCQ41,OUT019,461.2449820529464
FDG56,OUT049,910.6648825708144
DRC13,OUT027,3360.347199283518
FDV55,OUT035,2510.642153698542
FDQ49,OUT045,2557.6790428775826
FDE29,OUT010,167.79288548660503
FDR03,OUT013,3495.4960625306253
FDD45,OUT049,1471.1451015475957
FDN38,OUT010,567.4972695648092
FDT56,OUT046,855.2186016819659
FDT48,OUT045,3117.1979452825162
FDU03,OUT049,3001.3297962615757
FDC56,OUT010,243.18755234966488
NCO43,OUT027,2539.2863784939236
FDQ27,OUT017,1649.0804656806695
FDR03,OUT046,3526.567711913904
DRH23,OUT010,160.07056711331106
FDG22,OUT045,612.7052927121943
NCJ42,OUT013,1642.7449400776616
FDR24,OUT046,1399.556874365011
FDW60,OUT035,2905.7689302241415
FDJ08,OUT013,3086.9610501496936
DRL59,OUT018,779.600188535003
FDG60,OUT010,584.4713063953349
FDW27,OUT017,2516.3684912693207
FDX14,OUT018,1247.5611661226858
FDC20,OUT013,840.1505117448512
NCS29,OUT018,3710.1300296407135
FDJ56,OUT046,1621.7032124972025
FDB20,OUT019,193.97384144501507
FDL28,OUT027,5948.436573048434
FDW01,OUT018,2384.939277030473
FDL03,OUT046,3006.311713364403
FDX22,OUT049,3801.552939471566
FDJ21,OUT035,2513.9876135746435
FDR31,OUT045,2486.7370391407135
FDG21,OUT035,2507.644024793843
FDS22,OUT027,994.5310888120414
FDK08,OUT035,1559.2375865045065
FDE17,OUT018,2373.3220787527302
NCN30,OUT017,1522.840908868033
FDT50,OUT046,1548.3016379180508
NCX42,OUT049,2569.1093116370453
FDJ12,OUT035,3747.256734626227
NCA18,OUT027,3000.2559049427578
FDP23,OUT019,554.2445907371672
FDX12,OUT013,4022.9252430928927
FDN40,OUT018,2368.3045381734473
FDV48,OUT035,1266.3041754050391
NCY54,OUT013,2890.0240375909466
FDL16,OUT010,109.33413827386185
FDR45,OUT018,3324.573920624646
FDJ52,OUT046,2574.538337927387
DRG01,OUT017,1263.1482681343969
FDP52,OUT013,3821.89325678225
FDU58,OUT017,3120.743520018823
FDL02,OUT045,1645.726500233117
FDG28,OUT013,4007.270052427327
FDA19,OUT035,2015.0728700233283
FDW46,OUT027,1957.851307170172
NCD43,OUT049,1642.7449400776616
DRG39,OUT013,784.8173576026219
NCF55,OUT049,607.7617592677989
FDJ07,OUT046,1999.7929152600932
FDE08,OUT046,2497.405130052665
FDP56,OUT019,124.84457269503974
FDT45,OUT045,825.995305759813
FDF17,OUT018,2996.4415787625903
FDX44,OUT046,1372.295600639085
FDM28,OUT027,5171.584984115338
FDI36,OUT049,3087.9601259352044
FDS07,OUT045,1923.485159446917
FDD36,OUT045,1975.7548295788733
FDW11,OUT046,940.19269963729
FDN40,OUT049,2473.416527930858
NCQ18,OUT049,1546.6881331168763
NCQ54,OUT017,2731.345039376365
NCS42,OUT045,1443.3231620027493
DRH39,OUT010,163.06748710253027
FDC09,OUT027,2523.51328481281
FDT08,OUT010,329.27604700829994
FDC08,OUT035,3821.0396023862995
FDT20,OUT017,608.2382346654257
FDS35,OUT035,1043.086678663915
FDX58,OUT018,2979.2697880344854
FDW58,OUT046,1645.726500233117
DRD27,OUT046,1556.8149516967485
FDH32,OUT019,230.46828601977492
FDS26,OUT035,4153.785886646955
FDQ31,OUT046,1370.0334319762262
FDP11,OUT018,3312.9809010534855
FDD58,OUT017,1559.2375865045065
FDM33,OUT045,3682.1899204864176
FDZ16,OUT049,3074.5435514982914
NCS29,OUT010,582.1148843395036
NCM18,OUT019,174.5817478429544
FDP11,OUT049,3773.8448659680566
NCC42,OUT017,2067.4804861649586
DRM23,OUT046,2886.34380863784
NCN55,OUT027,5954.719006853814
FDK46,OUT013,4064.8968240310855
FDR01,OUT046,3132.5249302399952
NCA05,OUT045,2466.1400287054234
NCP43,OUT017,2893.6386572290276
FDR12,OUT010,396.65642652904654
FDQ01,OUT013,4054.2099137750497
FDM13,OUT046,2052.1719737971434
FDQ19,OUT017,4014.5994308570203
FDK56,OUT019,451.1559726094713
NCX06,OUT010,467.58715713326626
FDO56,OUT027,3021.8278405927213
FDU45,OUT045,1838.1799732472919
FDI16,OUT019,167.3969996990117
FDL32,OUT046,1950.864159706627
FDA07,OUT046,2038.4032098817984
FDA14,OUT045,2499.2307859556495
FDV46,OUT027,3469.4083827919576
NCO07,OUT035,3729.331513313095
NCP41,OUT046,1645.726500233117
FDY60,OUT018,1978.4602935949586
FDN38,OUT017,4078.5190918357343
FDO15,OUT046,1174.8512301990672
FDT60,OUT013,2019.6709029778522
FDA55,OUT035,3848.872006350514
FDE02,OUT010,200.39865837348788
DRJ39,OUT049,3768.0743994161903
FDV34,OUT035,1169.7323508100562
FDS20,OUT027,5230.707860575365
FDF02,OUT027,2758.827730519408
FDW40,OUT017,2125.899760663968
NCB43,OUT046,3037.1328871425976
FDR58,OUT017,1401.979509172769
DRJ59,OUT035,614.4220086936757
NCD30,OUT017,1556.8149516967485
FDE14,OUT017,1549.6696932723316
FDC28,OUT018,1608.4646979042434
FDU16,OUT018,1325.5901337474172
NCD19,OUT035,855.2186016819659
FDU21,OUT046,607.7617592677989
FDV59,OUT027,5547.780880754272
FDU03,OUT045,3037.322103095958
FDC33,OUT010,520.9957915335268
NCR42,OUT035,607.7617592677989
DRH59,OUT035,1185.3035221477655
NCM31,OUT035,2107.593937810759
FDS50,OUT035,3812.567844964909
FDP39,OUT046,810.3988094702551
FDQ55,OUT013,1981.543370941281
FDV36,OUT019,288.6555085473711
FDI05,OUT027,2253.979636493596
FDS45,OUT027,2520.3280372948725
FDA39,OUT045,612.7052927121943
FDC37,OUT010,234.6409985934349
FDJ60,OUT027,4249.591950446804
DRQ35,OUT046,2030.4776828996526
NCJ06,OUT046,2042.2617970873061
NCY42,OUT018,2386.505354186623
DRM37,OUT049,3127.5608963563914
FDR14,OUT045,789.7664834063656
FDE51,OUT049,632.5041077293326
FDT33,OUT017,2707.3358144659073
FDR08,OUT013,1841.0291489990616
FDE36,OUT010,426.5766654885356
FDL22,OUT019,217.23680397780447
FDR44,OUT013,2037.3674187913366
FDI56,OUT019,223.58294214110413
FDE47,OUT010,314.15621264059047
FDV27,OUT010,200.29968408001517
FDV10,OUT049,614.4220086936757
FDC40,OUT045,1270.0112515509772
NCX41,OUT013,3726.527942934816
NCQ38,OUT027,2501.1880026043145
FDV12,OUT027,2544.040844864501
FDE52,OUT017,1382.8295350404028
FDG20,OUT027,4619.05807724235
FDV16,OUT027,969.3556331707073
FDI32,OUT017,1920.2483589296753
FDJ32,OUT049,954.2967968424169
FDN39,OUT018,2635.363966126308
FDY34,OUT017,2729.2272004928845
FDC14,OUT035,614.4220086936757
FDA55,OUT017,3848.872006350514
FDZ50,OUT010,485.0340366664198
DRG13,OUT049,2594.55580713066
FDP01,OUT013,2433.973613518346
NCG54,OUT017,2887.402639709333
FDM13,OUT045,2016.453672823768
NCO18,OUT027,5164.379132593212
NCW41,OUT013,2529.1461461202343
FDM52,OUT027,3973.8599302603097
NCF55,OUT035,607.7617592677989
FDT09,OUT046,2115.956704272368
NCM19,OUT035,1716.0262370780968
FDW12,OUT018,2370.4911907935275
FDP15,OUT019,667.4799462128623
FDK36,OUT045,767.9397682373617
FDZ25,OUT035,2901.5271852733254
NCW06,OUT049,3065.299094196363
FDW60,OUT046,2948.928470120816
DRC49,OUT013,2462.654719437426
NCT17,OUT035,3087.550501579533
NCN06,OUT018,2454.2380542490678
FDC45,OUT013,2847.3582537585758
DRJ47,OUT019,410.54449359467725
NCF06,OUT045,4033.054241546504
FDE21,OUT010,250.87930596533116
DRG27,OUT013,612.3852084815063
FDW40,OUT049,2103.1987871383344
NCO53,OUT046,3074.6729304984365
FDE23,OUT049,642.3144607381705
FDQ16,OUT046,1654.688343790453
FDS26,OUT045,4114.312892415211
FDZ13,OUT010,109.26952107589241
FDS14,OUT049,2491.0237999547776
FDC10,OUT045,1973.368592333146
FDY16,OUT049,3059.5866303447133
FDJ20,OUT035,2023.0195108165483
FDV43,OUT035,620.4004584357759
FDZ32,OUT027,2533.0820550467306
FDR23,OUT046,2902.429822718203
FDN24,OUT035,825.995305759813
FDE34,OUT027,5320.439040326556
FDU31,OUT013,3701.904854008166
FDW33,OUT018,1608.4646979042434
FDU26,OUT046,1959.350579518143
FDE20,OUT027,4471.052423124
NCW05,OUT035,1645.726500233117
FDB22,OUT018,2378.9044296317215
FDO56,OUT046,1954.7571966342687
FDA19,OUT027,3509.581759983309
DRI39,OUT045,855.2186016819659
FDH52,OUT018,905.5184966249647
FDZ50,OUT035,3107.6321814582134
NCN42,OUT035,2494.6813945658187
FDB53,OUT013,2484.19698566683
DRG11,OUT017,1654.688343790453
DRK11,OUT027,3809.511553405527
FDQ60,OUT017,1996.3867927936117
FDT36,OUT017,605.5064707792916
DRG25,OUT018,3009.2187077844164
DRJ23,OUT046,3031.936917542818
FDG05,OUT035,2547.0570634158007
NCK06,OUT018,1933.268830769966
FDU52,OUT017,2476.3157197654314
FDW07,OUT018,1356.7048369354552
NCM17,OUT045,642.3144607381705
FDA22,OUT045,2739.417083846774
NCA41,OUT018,2946.4790042396094
FDF38,OUT035,614.4220086936757
FDH52,OUT046,981.784924454928
FDY58,OUT019,576.2549859381775
FDZ16,OUT045,3058.676273362021
NCM18,OUT017,967.6760741228165
FDA22,OUT018,2579.901583605044
NCJ43,OUT035,2886.532325870942
FDI34,OUT027,6098.964836580231
FDG56,OUT046,956.4110694499599
FDS34,OUT046,1951.9177987424566
DRC01,OUT035,773.3127019835679
FDQ04,OUT035,614.4220086936757
FDK04,OUT035,855.2186016819659
FDT51,OUT049,1706.0251332169987
FDV26,OUT017,3037.3047888343444
FDS04,OUT049,2098.7763804222063
FDW43,OUT018,3442.98493679881
FDQ28,OUT010,339.2074572086921
NCK06,OUT017,2042.9512290111252
FDS23,OUT018,1913.3732369044671
FDZ36,OUT019,549.3310178426163
FDE56,OUT018,941.227248719027
FDW10,OUT027,4718.078907964609
NCN14,OUT045,3041.307501631045
NCQ18,OUT045,1553.7887141877934
FDW08,OUT017,1645.726500233117
FDU43,OUT035,3988.1414991873535
FDR33,OUT010,279.88205906739086
FDM24,OUT010,388.1990052349995
NCZ05,OUT046,1645.726500233117
NCV41,OUT035,1837.6044399554335
FDV11,OUT018,2795.397112394913
NCY05,OUT035,610.493523153933
FDV44,OUT018,3002.3299950123333
FDW32,OUT049,1330.0738304537335
NCU18,OUT027,3543.9199375339344
NCC43,OUT035,3993.8492453697845
FDW19,OUT013,1709.821977937994
FDN31,OUT035,3085.575206380309
FDI48,OUT045,775.2313153482022
FDS24,OUT017,1399.556874365011
FDF46,OUT049,1975.1124991771037
DRG23,OUT017,2473.356925068083
FDG14,OUT018,2360.3416713663464
NCY30,OUT049,2945.0738072022673
FDO28,OUT018,1926.3166321473554
DRD24,OUT035,2087.625553241847
FDI33,OUT049,1396.575314209556
FDN32,OUT046,3059.2208929243025
FDR16,OUT045,3657.2213955391658
FDF26,OUT046,2477.406250636268
NCN29,OUT018,751.4901327969988
FDE20,OUT045,2795.9654875666474
FDA46,OUT046,3111.1441604529873
FDU28,OUT045,3036.961550207816
FDQ48,OUT045,1556.8149516967485
FDV36,OUT013,2086.548827292416
FDR14,OUT018,809.1509030323389
FDP23,OUT017,3792.330896457273
FDP56,OUT013,778.3377131170099
FDK48,OUT010,183.19965863228748
FDR48,OUT046,2488.4232272034137
NCY29,OUT049,855.2186016819659
FDM22,OUT018,809.1509030323389
DRJ01,OUT013,2506.095636782047
FDZ43,OUT045,4033.0709418635333
FDV03,OUT035,2514.354035156361
FDX11,OUT027,5192.514726370398
NCA41,OUT027,5538.894112490437
FDE38,OUT017,2686.4225370906456
FDI27,OUT018,741.0936726647451
FDN32,OUT013,3039.2787433058625
NCN43,OUT017,2049.270458937011
FDB47,OUT027,5507.574947184247
FDV03,OUT017,2511.6811208046406
NCN30,OUT045,1553.7887141877934
NCV54,OUT010,295.4966266204031
FDV07,OUT013,1677.4101023710857
FDP07,OUT049,3021.3152079159286
FDK48,OUT018,1085.9597782666278
FDM15,OUT019,311.24234218193845
FDY19,OUT027,3046.4485393092205
FDK46,OUT046,4058.9173114602445
FDY11,OUT045,1050.7110350525506
FDH09,OUT046,793.141622019344
FDO08,OUT027,4262.511288630277
